


Bayesian estimates
==================

Locus Parameter        2.5%      25.0%    mode     75.0%   97.5%     median   mean
   58  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00108
   58  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   58  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00114
   59  Theta_1         0.00076  0.00167  0.00227  0.00302  0.00505  0.00255  0.00272
   59  Theta_2         0.00007  0.00070  0.00110  0.00152  0.00249  0.00120  0.00125
   59  Theta_3         0.00018  0.00090  0.00139  0.00198  0.00357  0.00163  0.00176
   59  Theta_4         0.00070  0.00164  0.00224  0.00300  0.00498  0.00255  0.00272
   59  Theta_5         0.00137  0.00237  0.00305  0.00383  0.00562  0.00329  0.00340
   59  Theta_6         0.00070  0.00154  0.00208  0.00272  0.00437  0.00230  0.00242
   59  Theta_7         0.00071  0.00159  0.00216  0.00291  0.00471  0.00245  0.00260
   59  Theta_8         0.00078  0.00165  0.00224  0.00294  0.00477  0.00249  0.00262
   59  Theta_9         0.00136  0.00233  0.00296  0.00367  0.00545  0.00318  0.00330
   59  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   816.18
   59  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   778.54
   59  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   634.73
   59  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   672.36
   59  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   744.05
   59  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   714.51
   59  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   691.40
   59  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00333  0.00143  0.00098
   59  D_2->3          0.00000  0.00020  0.00097  0.00173  0.00340  0.00150  0.00102
   59  D_3->4          0.00000  0.00033  0.00117  0.00193  0.00360  0.00163  0.00119
   59  D_4->5          0.00000  0.00040  0.00123  0.00200  0.00367  0.00163  0.00126
   59  D_5->6          0.00000  0.00040  0.00130  0.00207  0.00387  0.00170  0.00134
   59  D_6->7          0.00000  0.00033  0.00117  0.00193  0.00367  0.00163  0.00121
   59  D_7->8          0.00000  0.00033  0.00117  0.00193  0.00373  0.00163  0.00123
   59  D_8->9          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00138
   60  Theta_1         0.00057  0.00137  0.00186  0.00242  0.00387  0.00203  0.00212
   60  Theta_2         0.00014  0.00078  0.00117  0.00156  0.00245  0.00124  0.00128
   60  Theta_3         0.00018  0.00087  0.00133  0.00181  0.00311  0.00147  0.00157
   60  Theta_4         0.00055  0.00134  0.00182  0.00235  0.00365  0.00196  0.00204
   60  Theta_5         0.00104  0.00186  0.00238  0.00297  0.00433  0.00255  0.00263
   60  Theta_6         0.00065  0.00142  0.00188  0.00238  0.00357  0.00199  0.00206
   60  Theta_7         0.00067  0.00148  0.00199  0.00256  0.00400  0.00216  0.00226
   60  Theta_8         0.00067  0.00147  0.00195  0.00248  0.00377  0.00208  0.00216
   60  Theta_9         0.00110  0.00202  0.00256  0.00315  0.00468  0.00271  0.00281
   60  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   795.74
   60  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   734.04
   60  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   679.59
   60  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   706.26
   60  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   741.36
   60  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   719.89
   60  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   699.06
   60  D_6->1          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00102
   60  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00099
   60  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00106
   60  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   60  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   60  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   60  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   60  D_8->9          0.00000  0.00027  0.00117  0.00187  0.00353  0.00157  0.00117
   61  Theta_1         0.00050  0.00129  0.00179  0.00236  0.00372  0.00196  0.00204
   61  Theta_2         0.00008  0.00068  0.00107  0.00144  0.00226  0.00113  0.00117
   61  Theta_3         0.00011  0.00080  0.00125  0.00174  0.00306  0.00141  0.00151
   61  Theta_4         0.00054  0.00131  0.00180  0.00233  0.00372  0.00195  0.00204
   61  Theta_5         0.00101  0.00192  0.00246  0.00307  0.00467  0.00263  0.00274
   61  Theta_6         0.00060  0.00134  0.00180  0.00231  0.00357  0.00194  0.00201
   61  Theta_7         0.00057  0.00135  0.00183  0.00237  0.00370  0.00198  0.00206
   61  Theta_8         0.00065  0.00146  0.00199  0.00255  0.00394  0.00214  0.00222
   61  Theta_9         0.00110  0.00200  0.00257  0.00319  0.00469  0.00273  0.00282
   61  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   867.89
   61  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   773.32
   61  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   702.65
   61  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   682.55
   61  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   767.19
   61  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   738.92
   61  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   746.35
   61  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00098
   61  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00099
   61  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00105
   61  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00347  0.00157  0.00114
   61  D_5->6          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00117
   61  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00347  0.00150  0.00109
   61  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   61  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   62  Theta_1         0.00070  0.00155  0.00210  0.00275  0.00439  0.00232  0.00244
   62  Theta_2         0.00017  0.00081  0.00121  0.00162  0.00255  0.00129  0.00133
   62  Theta_3         0.00014  0.00084  0.00130  0.00179  0.00306  0.00144  0.00154
   62  Theta_4         0.00056  0.00135  0.00183  0.00236  0.00376  0.00198  0.00207
   62  Theta_5         0.00099  0.00182  0.00237  0.00297  0.00447  0.00255  0.00264
   62  Theta_6         0.00064  0.00140  0.00188  0.00243  0.00373  0.00204  0.00211
   62  Theta_7         0.00062  0.00142  0.00191  0.00246  0.00384  0.00207  0.00216
   62  Theta_8         0.00067  0.00151  0.00204  0.00262  0.00416  0.00221  0.00232
   62  Theta_9         0.00114  0.00203  0.00258  0.00320  0.00474  0.00274  0.00283
   62  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   830.22
   62  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   764.83
   62  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   681.18
   62  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   698.20
   62  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   738.42
   62  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   752.45
   62  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   715.79
   62  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00320  0.00143  0.00096
   62  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00101
   62  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00107
   62  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00347  0.00157  0.00115
   62  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   62  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   62  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00110
   62  D_8->9          0.00000  0.00027  0.00117  0.00187  0.00360  0.00157  0.00119
   63  Theta_1         0.00054  0.00150  0.00211  0.00297  0.00527  0.00249  0.00270
   63  Theta_2         0.00070  0.00150  0.00202  0.00266  0.00414  0.00224  0.00233
   63  Theta_3         0.00043  0.00136  0.00205  0.00292  0.00529  0.00243  0.00262
   63  Theta_4         0.00104  0.00216  0.00284  0.00399  0.00667  0.00340  0.00361
   63  Theta_5         0.00153  0.00257  0.00341  0.00424  0.00624  0.00364  0.00375
   63  Theta_6         0.00080  0.00183  0.00247  0.00320  0.00509  0.00269  0.00285
   63  Theta_7         0.00123  0.00244  0.00313  0.00419  0.00666  0.00359  0.00379
   63  Theta_8         0.00104  0.00198  0.00265  0.00354  0.00580  0.00304  0.00321
   63  Theta_9         0.00178  0.00342  0.00446  0.00523  0.00742  0.00448  0.00465
   63  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   926.59
   63  M_3->4             0.00     0.00  1525.88 28076.17 64697.27 28381.35  1064.07
   63  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   679.10
   63  M_5->6             0.00     0.00  1525.88 28076.17 64086.91 28381.35   770.54
   63  M_6->7             0.00     0.00  1525.88 28076.17 64697.27 28381.35   882.67
   63  M_7->8             0.00     0.00  1525.88 28076.17 64697.27 28381.35   894.43
   63  M_8->9             0.00     0.00  1525.88 28076.17 64697.27 28381.35   827.69
   63  D_6->1          0.00000  0.00007  0.00083  0.00147  0.00313  0.00137  0.00084
   63  D_2->3          0.00000  0.00007  0.00077  0.00147  0.00327  0.00137  0.00083
   63  D_3->4          0.00000  0.00027  0.00110  0.00187  0.00380  0.00157  0.00117
   63  D_4->5          0.00000  0.00053  0.00150  0.00240  0.00447  0.00190  0.00164
   63  D_5->6          0.00000  0.00027  0.00110  0.00193  0.00407  0.00163  0.00125
   63  D_6->7          0.00000  0.00013  0.00090  0.00167  0.00367  0.00150  0.00102
   63  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00380  0.00157  0.00116
   63  D_8->9          0.00000  0.00007  0.00083  0.00153  0.00340  0.00143  0.00091
   64  Theta_1         0.00076  0.00173  0.00237  0.00314  0.00515  0.00265  0.00281
   64  Theta_2         0.00010  0.00074  0.00116  0.00159  0.00258  0.00126  0.00131
   64  Theta_3         0.00020  0.00095  0.00146  0.00206  0.00371  0.00169  0.00183
   64  Theta_4         0.00068  0.00156  0.00213  0.00281  0.00455  0.00237  0.00250
   64  Theta_5         0.00123  0.00228  0.00293  0.00364  0.00530  0.00310  0.00320
   64  Theta_6         0.00082  0.00170  0.00226  0.00289  0.00457  0.00246  0.00257
   64  Theta_7         0.00089  0.00181  0.00244  0.00314  0.00507  0.00267  0.00281
   64  Theta_8         0.00098  0.00192  0.00260  0.00329  0.00522  0.00280  0.00294
   64  Theta_9         0.00142  0.00258  0.00329  0.00400  0.00597  0.00344  0.00356
   64  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   811.28
   64  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   733.51
   64  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   635.31
   64  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   682.92
   64  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   735.07
   64  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   693.25
   64  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   662.46
   64  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00347  0.00150  0.00107
   64  D_2->3          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00112
   64  D_3->4          0.00000  0.00033  0.00117  0.00193  0.00360  0.00163  0.00121
   64  D_4->5          0.00000  0.00040  0.00130  0.00207  0.00380  0.00170  0.00134
   64  D_5->6          0.00000  0.00040  0.00130  0.00207  0.00387  0.00170  0.00134
   64  D_6->7          0.00000  0.00033  0.00123  0.00200  0.00373  0.00163  0.00127
   64  D_7->8          0.00000  0.00033  0.00123  0.00200  0.00380  0.00170  0.00130
   64  D_8->9          0.00000  0.00033  0.00123  0.00200  0.00380  0.00163  0.00128
   65  Theta_1         0.00068  0.00151  0.00205  0.00273  0.00445  0.00230  0.00243
   65  Theta_2         0.00005  0.00066  0.00105  0.00143  0.00230  0.00113  0.00116
   65  Theta_3         0.00018  0.00091  0.00138  0.00198  0.00354  0.00162  0.00175
   65  Theta_4         0.00053  0.00129  0.00180  0.00237  0.00385  0.00199  0.00209
   65  Theta_5         0.00104  0.00206  0.00262  0.00327  0.00484  0.00279  0.00288
   65  Theta_6         0.00057  0.00136  0.00185  0.00239  0.00378  0.00201  0.00210
   65  Theta_7         0.00060  0.00145  0.00199  0.00256  0.00416  0.00215  0.00226
   65  Theta_8         0.00063  0.00145  0.00196  0.00256  0.00408  0.00215  0.00225
   65  Theta_9         0.00116  0.00215  0.00274  0.00339  0.00507  0.00291  0.00302
   65  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   918.24
   65  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   780.39
   65  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   686.24
   65  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   679.28
   65  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   763.03
   65  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   746.76
   65  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.04
   65  D_6->1          0.00000  0.00013  0.00083  0.00153  0.00313  0.00143  0.00088
   65  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00333  0.00143  0.00097
   65  D_3->4          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   65  D_4->5          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00117
   65  D_5->6          0.00000  0.00033  0.00117  0.00193  0.00360  0.00163  0.00120
   65  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00353  0.00157  0.00109
   65  D_7->8          0.00000  0.00027  0.00117  0.00187  0.00373  0.00163  0.00120
   65  D_8->9          0.00000  0.00027  0.00117  0.00187  0.00367  0.00163  0.00119
   66  Theta_1         0.00048  0.00123  0.00172  0.00228  0.00374  0.00190  0.00201
   66  Theta_2         0.00003  0.00062  0.00099  0.00135  0.00215  0.00106  0.00109
   66  Theta_3         0.00007  0.00075  0.00120  0.00167  0.00297  0.00134  0.00144
   66  Theta_4         0.00047  0.00124  0.00172  0.00223  0.00363  0.00186  0.00196
   66  Theta_5         0.00093  0.00176  0.00229  0.00285  0.00426  0.00243  0.00252
   66  Theta_6         0.00051  0.00125  0.00171  0.00219  0.00338  0.00182  0.00189
   66  Theta_7         0.00052  0.00129  0.00178  0.00230  0.00367  0.00193  0.00202
   66  Theta_8         0.00057  0.00135  0.00182  0.00236  0.00367  0.00197  0.00206
   66  Theta_9         0.00099  0.00188  0.00241  0.00301  0.00444  0.00257  0.00265
   66  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   892.98
   66  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   783.07
   66  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   727.21
   66  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   701.57
   66  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   789.80
   66  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   770.88
   66  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   780.38
   66  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00093
   66  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00093
   66  D_3->4          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00102
   66  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   66  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   66  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00347  0.00150  0.00108
   66  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00111
   66  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00113
   67  Theta_1         0.00054  0.00134  0.00184  0.00239  0.00378  0.00199  0.00208
   67  Theta_2         0.00013  0.00074  0.00114  0.00152  0.00239  0.00121  0.00124
   67  Theta_3         0.00015  0.00085  0.00130  0.00178  0.00303  0.00144  0.00153
   67  Theta_4         0.00051  0.00125  0.00172  0.00225  0.00359  0.00188  0.00197
   67  Theta_5         0.00098  0.00182  0.00233  0.00291  0.00434  0.00250  0.00258
   67  Theta_6         0.00065  0.00143  0.00191  0.00246  0.00376  0.00207  0.00215
   67  Theta_7         0.00057  0.00133  0.00182  0.00234  0.00371  0.00196  0.00205
   67  Theta_8         0.00062  0.00139  0.00188  0.00241  0.00377  0.00203  0.00211
   67  Theta_9         0.00109  0.00197  0.00252  0.00313  0.00457  0.00268  0.00276
   67  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   827.73
   67  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   763.56
   67  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   698.70
   67  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   701.85
   67  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.50
   67  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.71
   67  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   717.71
   67  D_6->1          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00102
   67  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00097
   67  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00108
   67  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   67  D_5->6          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   67  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00157  0.00110
   67  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   67  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   68  Theta_1         0.00052  0.00131  0.00180  0.00236  0.00381  0.00197  0.00208
   68  Theta_2         0.00010  0.00072  0.00111  0.00148  0.00233  0.00117  0.00121
   68  Theta_3         0.00013  0.00080  0.00124  0.00172  0.00299  0.00139  0.00149
   68  Theta_4         0.00052  0.00129  0.00177  0.00229  0.00363  0.00191  0.00201
   68  Theta_5         0.00096  0.00182  0.00233  0.00289  0.00429  0.00247  0.00255
   68  Theta_6         0.00059  0.00135  0.00182  0.00230  0.00349  0.00193  0.00200
   68  Theta_7         0.00058  0.00133  0.00180  0.00233  0.00367  0.00195  0.00204
   68  Theta_8         0.00059  0.00138  0.00186  0.00240  0.00368  0.00200  0.00208
   68  Theta_9         0.00106  0.00196  0.00251  0.00308  0.00452  0.00264  0.00272
   68  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   842.86
   68  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   748.10
   68  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   704.13
   68  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   710.88
   68  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   763.06
   68  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   752.21
   68  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   746.58
   68  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00097
   68  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00320  0.00143  0.00095
   68  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00105
   68  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00347  0.00157  0.00114
   68  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   68  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00107
   68  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00109
   68  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   69  Theta_1         0.00056  0.00139  0.00190  0.00247  0.00394  0.00206  0.00216
   69  Theta_2         0.00013  0.00075  0.00114  0.00152  0.00239  0.00121  0.00124
   69  Theta_3         0.00016  0.00086  0.00131  0.00179  0.00307  0.00145  0.00154
   69  Theta_4         0.00054  0.00131  0.00179  0.00231  0.00360  0.00193  0.00201
   69  Theta_5         0.00101  0.00183  0.00235  0.00290  0.00430  0.00249  0.00257
   69  Theta_6         0.00063  0.00139  0.00186  0.00236  0.00359  0.00198  0.00205
   69  Theta_7         0.00059  0.00138  0.00186  0.00237  0.00365  0.00198  0.00206
   69  Theta_8         0.00063  0.00142  0.00190  0.00244  0.00381  0.00205  0.00214
   69  Theta_9         0.00107  0.00200  0.00254  0.00312  0.00453  0.00267  0.00275
   69  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   819.63
   69  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   745.52
   69  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   673.40
   69  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   694.06
   69  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   739.01
   69  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   748.36
   69  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   708.66
   69  D_6->1          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00102
   69  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00100
   69  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00105
   69  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00333  0.00150  0.00110
   69  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00333  0.00150  0.00110
   69  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   69  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   69  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
   70  Theta_1         0.00062  0.00151  0.00210  0.00273  0.00446  0.00229  0.00242
   70  Theta_2         0.00003  0.00063  0.00103  0.00142  0.00226  0.00111  0.00114
   70  Theta_3         0.00012  0.00087  0.00136  0.00195  0.00352  0.00159  0.00172
   70  Theta_4         0.00061  0.00148  0.00204  0.00267  0.00432  0.00224  0.00236
   70  Theta_5         0.00133  0.00230  0.00293  0.00363  0.00554  0.00315  0.00327
   70  Theta_6         0.00085  0.00175  0.00232  0.00295  0.00454  0.00250  0.00260
   70  Theta_7         0.00067  0.00156  0.00211  0.00276  0.00453  0.00234  0.00247
   70  Theta_8         0.00077  0.00171  0.00230  0.00296  0.00464  0.00249  0.00261
   70  Theta_9         0.00145  0.00254  0.00320  0.00390  0.00587  0.00338  0.00351
   70  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   906.24
   70  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   797.31
   70  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   636.90
   70  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   655.34
   70  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   745.15
   70  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   734.32
   70  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   779.66
   70  D_6->1          0.00000  0.00027  0.00103  0.00180  0.00353  0.00157  0.00110
   70  D_2->3          0.00000  0.00020  0.00103  0.00173  0.00353  0.00157  0.00109
   70  D_3->4          0.00000  0.00033  0.00117  0.00193  0.00373  0.00163  0.00123
   70  D_4->5          0.00000  0.00033  0.00123  0.00200  0.00380  0.00170  0.00130
   70  D_5->6          0.00000  0.00040  0.00130  0.00213  0.00400  0.00177  0.00140
   70  D_6->7          0.00000  0.00040  0.00123  0.00207  0.00393  0.00170  0.00133
   70  D_7->8          0.00000  0.00033  0.00117  0.00200  0.00387  0.00163  0.00126
   70  D_8->9          0.00000  0.00033  0.00123  0.00200  0.00380  0.00170  0.00130
   71  Theta_1         0.00084  0.00176  0.00238  0.00315  0.00515  0.00268  0.00282
   71  Theta_2         0.00009  0.00077  0.00120  0.00164  0.00267  0.00130  0.00136
   71  Theta_3         0.00020  0.00097  0.00150  0.00211  0.00386  0.00174  0.00189
   71  Theta_4         0.00085  0.00186  0.00247  0.00327  0.00523  0.00276  0.00290
   71  Theta_5         0.00169  0.00269  0.00335  0.00425  0.00635  0.00370  0.00385
   71  Theta_6         0.00089  0.00182  0.00238  0.00306  0.00475  0.00260  0.00272
   71  Theta_7         0.00085  0.00172  0.00232  0.00306  0.00507  0.00262  0.00279
   71  Theta_8         0.00092  0.00187  0.00247  0.00327  0.00519  0.00279  0.00292
   71  Theta_9         0.00201  0.00304  0.00381  0.00470  0.00684  0.00413  0.00426
   71  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   847.86
   71  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   747.61
   71  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   648.02
   71  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   640.78
   71  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   689.31
   71  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   684.95
   71  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   688.41
   71  D_6->1          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
   71  D_2->3          0.00000  0.00033  0.00117  0.00193  0.00367  0.00163  0.00120
   71  D_3->4          0.00000  0.00033  0.00123  0.00200  0.00373  0.00163  0.00127
   71  D_4->5          0.00000  0.00047  0.00137  0.00220  0.00393  0.00177  0.00142
   71  D_5->6          0.00000  0.00047  0.00143  0.00220  0.00413  0.00177  0.00149
   71  D_6->7          0.00000  0.00047  0.00130  0.00213  0.00393  0.00170  0.00138
   71  D_7->8          0.00000  0.00040  0.00123  0.00207  0.00387  0.00170  0.00133
   71  D_8->9          0.00000  0.00047  0.00130  0.00213  0.00393  0.00170  0.00138
   72  Theta_1         0.00070  0.00171  0.00247  0.00339  0.00589  0.00285  0.00306
   72  Theta_2         0.00085  0.00176  0.00241  0.00327  0.00515  0.00276  0.00288
   72  Theta_3         0.00018  0.00106  0.00166  0.00238  0.00430  0.00194  0.00211
   72  Theta_4         0.00051  0.00159  0.00229  0.00331  0.00644  0.00280  0.00309
   72  Theta_5         0.00216  0.00419  0.00531  0.00637  0.00909  0.00537  0.00554
   72  Theta_6         0.00189  0.00320  0.00406  0.00511  0.00757  0.00438  0.00452
   72  Theta_7         0.00070  0.00183  0.00251  0.00338  0.00595  0.00285  0.00307
   72  Theta_8         0.00161  0.00281  0.00379  0.00489  0.00794  0.00423  0.00446
